image,area,perimeter,aspect_ratio,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h
T_04_01_seg.jpg,2065,214.65180230140686,1.0363636363636364,82.29733656174334,220.03825665859563,59,189,57,55
T_04_01_seg.jpg,1244,139.98275482654572,1.024390243902439,20.507234726688104,279.2323151125402,0,259,42,41
T_04_01_seg.jpg,1163,133.49747347831726,0.9024390243902439,79.83662940670679,279.7463456577816,63,259,37,41
T_04_01_seg.jpg,1135,150.08326017856598,1.65625,362.2246696035242,286.79030837004404,339,268,53,32
T_04_01_seg.jpg,917,126.91168737411499,1.5333333333333334,129.28571428571428,287.8887677208288,109,270,46,30
T_04_02_seg.jpg,817,158.08326029777527,3.7777777777777777,143.3390452876377,7.268053855569155,110,0,68,18
T_04_02_seg.jpg,7342,350.3502858877182,1.3176470588235294,249.96717515663306,37.63361481885045,194,0,112,85
T_04_02_seg.jpg,1529,214.75230705738068,0.9607843137254902,331.1249182472204,21.15696533682145,305,0,49,51
T_04_02_seg.jpg,1498,174.4680359363556,0.4626865671641791,386.08210947930576,36.7022696929239,369,2,31,67
T_04_02_seg.jpg,3790,281.1787123680115,1.0512820512820513,45.485488126649074,58.06068601583114,4,23,82,78
T_04_02_seg.jpg,9097,384.1909053325653,0.859504132231405,153.2055622732769,85.87732219412993,102,29,104,121
T_04_02_seg.jpg,680,154.61017155647278,1.119047619047619,311.3720588235294,98.39558823529411,283,77,47,42
T_04_02_seg.jpg,6759,441.2619732618332,0.7377049180327869,353.4111554963752,153.16215416481728,310,85,90,122
T_04_02_seg.jpg,4499,301.8650051355362,0.8241758241758241,261.6219159813292,151.5799066459213,224,106,75,91
T_04_02_seg.jpg,5141,319.2203425168991,1.1904761904761905,75.67671659210271,158.355378331064,33,120,100,84
T_04_02_seg.jpg,544,173.53910398483276,0.2328767123287671,300.0367647058824,176.5128676470588,292,143,17,73
T_04_02_seg.jpg,7016,545.085346698761,0.9576271186440678,210.8462086659065,230.14096351197264,162,171,113,118
T_04_02_seg.jpg,8266,409.6051194667816,0.9903846153846154,113.83510766997338,249.35700459714494,63,196,103,104
T_04_02_seg.jpg,1692,185.5391035079956,0.7540983606557377,17.12174940898345,237.556146572104,0,207,46,61
T_04_02_seg.jpg,5195,291.62236404418945,1.0,353.1553416746872,255.61751684311838,309,214,86,86
T_04_02_seg.jpg,960,123.8406194448471,1.0,281.8697916666667,257.009375,263,237,36,36
T_04_02_seg.jpg,538,91.35533821582794,1.75,266.17843866171006,290.86617100371745,249,280,35,20
T_04_03_seg.jpg,3127,266.40916097164154,0.6823529411764706,24.484489926447075,33.84937639910457,0,0,58,85
T_04_03_seg.jpg,23883,1319.7686730623245,0.5555555555555556,85.67190051501068,133.24138508562575,14,1,155,279
T_04_03_seg.jpg,1150,183.09545254707336,1.2432432432432432,165.3678260869565,14.70695652173913,146,0,46,37
T_04_03_seg.jpg,4573,290.30865597724915,1.3088235294117647,284.52088344631534,32.28165318171878,240,0,89,68
T_04_03_seg.jpg,2215,205.05382227897644,1.25,362.0722347629797,19.353047404063204,335,0,65,52
T_04_03_seg.jpg,6996,630.8010764122009,1.3235294117647058,224.90423098913664,96.66938250428817,154,52,135,102
T_04_03_seg.jpg,3169,278.6934313774109,1.5423728813559323,336.61344272641213,112.4632376143894,298,86,91,59
T_04_03_seg.jpg,11625,682.1391695737839,0.9617834394904459,170.73720430107528,213.05720430107527,100,143,151,157
T_04_03_seg.jpg,6276,395.806129693985,1.0206185567010309,358.8964308476737,184.03059273422562,301,142,99,97
T_04_03_seg.jpg,5064,348.6345571279526,1.0,284.26915481832543,242.733214849921,234,183,99,99
T_04_03_seg.jpg,1228,144.42640590667725,1.8275862068965518,374.92182410423453,286.85667752443,347,271,53,29
T_04_03_seg.jpg,799,148.911687374115,3.823529411764706,294.0137672090113,291.5732165206508,264,283,65,17
U_01_01_seg.jpg,550,93.11269772052765,1.894736842105263,79.49090909090908,8.067272727272726,62,0,36,19
U_01_01_seg.jpg,2142,221.09545290470123,1.829268292682927,195.74556489262372,17.024743230625585,157,0,75,41
U_01_01_seg.jpg,11937,479.7056237459183,1.5148514851485149,318.5211527184385,46.668425902655606,247,0,153,101
U_01_01_seg.jpg,7607,465.3208477497101,0.391304347826087,24.360457473379782,80.81595898514526,0,2,63,161
U_01_01_seg.jpg,5416,328.7350617647171,1.2413793103448276,113.81462333825702,75.43445347119645,66,39,108,87
U_01_01_seg.jpg,686,180.12488985061646,1.0416666666666667,167.83819241982508,100.6603498542274,148,73,50,48
U_01_01_seg.jpg,3820,286.8355669975281,1.8305084745762712,223.21701570680628,123.09502617801047,175,95,108,59
U_01_01_seg.jpg,11162,582.2741650342941,0.46766169154228854,364.99390790180973,186.8280774054829,306,99,94,201
U_01_01_seg.jpg,920,196.50966596603394,0.7377049180327869,284.0641304347826,157.90108695652174,266,131,45,61
U_01_01_seg.jpg,12063,828.9259684085846,0.7278481012658228,72.51405123103706,223.60424438365249,12,142,115,158
U_01_01_seg.jpg,15971,622.1736606359482,0.9266666666666666,195.3748043328533,229.47511113893933,129,150,139,150
U_01_01_seg.jpg,5547,315.62236392498016,0.9565217391304348,299.57129980169464,257.273841716243,255,208,88,92
U_01_01_seg.jpg,780,117.94112479686737,0.5111111111111111,8.84871794871795,279.3192307692308,0,255,23,45
U_01_02_seg.jpg,660,101.69848430156708,0.9666666666666667,14.039393939393939,12.763636363636364,0,0,29,30
U_01_02_seg.jpg,680,117.25483310222626,2.7777777777777777,153.025,7.551470588235294,127,0,50,18
U_01_02_seg.jpg,22453,846.1980452537537,0.49324324324324326,281.38818866075803,133.21743196900192,197,0,146,296
U_01_02_seg.jpg,9734,598.2914103269577,0.31221719457013575,372.19940415040065,83.1223546332443,331,0,69,221
U_01_02_seg.jpg,33555,1894.2266045808792,0.802158273381295,138.40539412904187,161.89393533005514,34,22,223,278
U_01_02_seg.jpg,2069,253.92387974262238,0.6746987951807228,20.330594490091833,113.5862735621073,0,86,56,83
U_01_02_seg.jpg,3318,266.20814990997314,1.6071428571428572,119.64285714285714,275.26582278481015,67,244,90,56
U_01_02_seg.jpg,1886,181.19595801830292,1.2244897959183674,32.48621420996819,278.1049840933192,0,251,60,49
U_01_02_seg.jpg,1381,163.78174471855164,1.0909090909090908,371.5452570601014,278.7639391745112,348,256,48,44
U_01_03_seg.jpg,47488,2233.581943154335,1.5408560311284047,147.14904818059298,103.97900522237197,0,0,396,257
U_01_03_seg.jpg,753,118.42640602588654,1.0625,220.03851261620187,14.422310756972111,205,0,34,32
U_01_03_seg.jpg,1667,169.15432810783386,1.5789473684210527,294.41871625674867,15.089382123575286,263,0,60,38
U_01_03_seg.jpg,1702,163.88225030899048,0.75,381.9764982373678,100.81786133960047,358,75,42,56
U_01_03_seg.jpg,3358,230.83556628227234,1.1304347826086956,356.9883859440143,150.46366885050625,316,118,78,69
U_01_03_seg.jpg,3376,229.86500430107117,0.9054054054054054,189.8397511848341,157.49466824644549,157,122,67,74
U_01_03_seg.jpg,4518,424.9188265800476,1.144578313253012,343.2195661797255,213.03364320495794,305,168,95,83
U_01_03_seg.jpg,10877,549.7716389894485,1.3865546218487395,223.22506205755263,250.81741288958352,129,181,165,119
U_01_03_seg.jpg,5896,333.80612885951996,1.368421052631579,55.35464721845319,261.4867706919946,2,224,104,76
U_01_03_seg.jpg,1059,145.8406195640564,0.48214285714285715,387.4693106704438,264.97922568460814,373,237,27,56
U_01_03_seg.jpg,1951,202.911687374115,2.5625,327.5627883136853,286.3516145566376,282,268,82,32
U_01_04_seg.jpg,4105,272.5512968301773,1.3088235294117647,284.1415347137637,29.418026796589526,245,0,89,68
U_01_04_seg.jpg,2498,197.01219248771667,0.7301587301587301,378.63210568454764,29.09207365892714,354,0,46,63
U_01_04_seg.jpg,13993,674.5828216075897,0.6473429951690821,198.76152361895234,97.24062031015508,130,13,134,207
U_01_04_seg.jpg,1295,179.58073365688324,1.2439024390243902,29.855598455598457,41.657915057915055,3,20,51,41
U_01_04_seg.jpg,884,115.35533845424652,0.8857142857142857,94.71606334841628,40.30769230769231,80,22,31,35
U_01_04_seg.jpg,8691,398.61731135845184,0.889763779527559,298.7086641353124,128.11379588079623,241,66,113,127
U_01_04_seg.jpg,6696,378.4335466623306,0.6456692913385826,85.2313321385902,121.32601553166069,49,70,82,127
U_01_04_seg.jpg,2332,202.81118214130402,0.49333333333333335,16.28644939965695,113.59905660377359,0,75,37,75
U_01_04_seg.jpg,1559,166.6518018245697,0.9629629629629629,149.16933932007697,177.6048749198204,123,149,52,54
U_01_04_seg.jpg,5367,304.93607354164124,0.8061224489795918,365.5457425004658,202.87106390907397,321,152,79,98
U_01_04_seg.jpg,11763,502.75944769382477,1.2238805970149254,77.56099634446994,234.4999574938366,0,164,164,134
U_01_04_seg.jpg,4336,393.7056237459183,1.065934065934066,211.01291512915128,266.4607933579336,174,209,97,91
U_01_04_seg.jpg,2396,189.9238795042038,0.7846153846153846,282.449081803005,242.1239565943239,255,211,51,65
U_01_04_seg.jpg,1287,168.81118190288544,1.7222222222222223,24.11344211344211,286.35198135198135,0,264,62,36
U_01_04_seg.jpg,1905,191.98275518417358,2.34375,345.6766404199475,285.69343832020996,309,268,75,32
U_02_01_seg.jpg,28278,1253.785918354988,0.6598360655737705,322.21748355612135,109.46240893981187,239,0,161,244
U_02_01_seg.jpg,4914,356.1492745876312,1.0609756097560976,35.836996336996336,43.71062271062271,0,2,87,82
U_02_01_seg.jpg,5801,323.3208476305008,0.8762886597938144,203.0380968798483,47.94363040855025,160,4,85,97
U_02_01_seg.jpg,2469,242.0660148859024,1.0461538461538462,123.49291211016606,55.93033616848927,89,17,68,65
U_02_01_seg.jpg,1873,244.0660148859024,0.75,22.70848905499199,117.81046449546183,0,87,48,64
U_02_01_seg.jpg,37177,1478.052945137024,1.2206572769953052,136.570487129139,209.1280092530328,0,87,260,213
U_02_01_seg.jpg,6571,372.2497806549072,1.4615384615384615,348.7942474509207,264.23740678739915,286,222,114,78
U_02_02_seg.jpg,77930,3675.55876994133,1.3333333333333333,194.17717182086488,161.62914153727704,0,0,400,300
U_02_02_seg.jpg,3385,278.4924216270447,1.4761904761904763,142.1943870014771,25.213884785819793,89,0,93,63
U_02_02_seg.jpg,645,123.29646337032318,1.8461538461538463,218.32403100775193,11.544186046511628,194,2,48,26
U_02_02_seg.jpg,2127,208.0243855714798,0.4186046511627907,385.24447578749414,177.91255289139633,364,138,36,86
U_02_03_seg.jpg,12346,452.13203048706055,1.1451612903225807,329.2024137372428,51.45690912036287,253,0,142,124
U_02_03_seg.jpg,1596,172.6101713180542,1.06,57.79573934837093,22.948621553884713,35,3,53,50
U_02_03_seg.jpg,30846,1507.5331726074219,1.3515981735159817,153.44248849121442,103.43263308046424,0,2,296,219
U_02_03_seg.jpg,12663,516.2914106845856,0.6296296296296297,44.85911711284846,197.742241175077,0,117,102,162
U_02_03_seg.jpg,3531,235.72286915779114,1.0434782608695652,365.58000566411783,153.99150382327952,328,120,72,69
U_02_03_seg.jpg,7966,472.3157949447632,0.9831932773109243,328.6609339693698,218.68553853878987,276,156,117,119
U_02_03_seg.jpg,1689,357.0193326473236,0.47619047619047616,250.27412670219064,216.82474837181763,220,173,50,105
U_02_03_seg.jpg,7338,420.39191603660583,1.2988505747126438,162.5523303352412,263.34055600981196,106,213,113,87
U_02_03_seg.jpg,2026,187.09545266628265,1.0740740740740742,263.7102665350444,274.3593287265548,236,246,58,54
U_02_03_seg.jpg,1103,131.53910410404205,1.4411764705882353,337.3354487760653,282.22121486854036,314,265,49,34
U_02_03_seg.jpg,764,106.52691125869751,1.0666666666666667,14.320680628272251,284.5235602094241,0,270,32,30
U_02_04_seg.jpg,2590,296.93607234954834,1.5471698113207548,43.75945945945946,22.15907335907336,1,0,82,53
U_02_04_seg.jpg,2916,241.48022770881653,1.15625,243.5051440329218,23.743827160493826,201,0,74,64
U_02_04_seg.jpg,7543,381.2203434705734,1.1063829787234043,352.3975871669097,43.69189977462548,296,0,104,94
U_02_04_seg.jpg,550,113.49747359752655,0.7435897435897436,93.86181818181818,45.24181818181818,79,23,29,39
U_02_04_seg.jpg,1061,122.66904652118683,1.2121212121212122,128.9962299717248,38.04335532516494,109,23,40,33
U_02_04_seg.jpg,2792,220.69343209266663,1.0294117647058822,206.1740687679083,68.14075931232092,173,35,70,68
U_02_04_seg.jpg,4894,277.965509057045,1.064102564102564,129.36248467511237,106.38639149979566,90,71,83,78
U_02_04_seg.jpg,3685,284.93607211112976,0.8795180722891566,44.32483039348711,138.3663500678426,4,95,73,83
U_02_04_seg.jpg,8183,398.43354654312134,0.782258064516129,300.8097274838079,157.77404374923623,253,98,97,124
U_02_04_seg.jpg,14701,885.9209136962891,1.6153846153846154,138.02197129446975,187.7372967825318,15,116,231,143
U_02_04_seg.jpg,2803,220.89444315433502,0.6071428571428571,358.9536211202283,213.43061006064931,331,168,51,84
U_02_04_seg.jpg,1142,146.12489008903503,0.8666666666666667,269.2302977232925,240.5507880910683,250,219,39,45
U_02_04_seg.jpg,7916,387.76449954509735,1.9859154929577465,183.92407781707934,266.2415361293583,113,229,141,71
U_02_04_seg.jpg,574,104.42640590667725,0.9354838709677419,312.52090592334497,272.67247386759584,297,256,29,31
U_02_04_seg.jpg,755,110.32590067386627,1.1935483870967742,370.6569536423841,274.1814569536424,354,260,37,31
U_03_01_seg.jpg,5312,531.4041084051132,0.40384615384615385,62.697100903614455,60.4847515060241,31,0,63,156
U_03_01_seg.jpg,794,156.71067690849304,2.8636363636363638,146.31612090680102,8.454659949622167,117,0,63,22
U_03_01_seg.jpg,4736,301.90663385391235,1.205128205128205,278.3021537162162,38.671875,235,0,94,78
U_03_01_seg.jpg,840,147.39696836471558,2.9,335.31190476190477,8.252380952380953,307,0,58,20
U_03_01_seg.jpg,4195,268.551296710968,1.1506849315068493,203.51203814064363,53.81883194278903,161,20,84,73
U_03_01_seg.jpg,30274,1452.538225054741,1.0416666666666667,119.81188478562463,180.72461518134372,0,36,275,264
U_03_01_seg.jpg,5365,320.20815110206604,0.9545454545454546,361.5198508853681,93.92264678471575,316,46,84,88
U_03_01_seg.jpg,4008,289.4385983943939,0.40707964601769914,19.13373253493014,107.53318363273453,0,50,46,113
U_03_01_seg.jpg,9583,456.4163006544113,0.6329113924050633,311.2978190545758,211.12010852551393,253,142,100,158
U_03_01_seg.jpg,538,105.154327750206,0.967741935483871,372.45910780669146,158.04646840148698,359,145,30,31
U_03_01_seg.jpg,2516,251.722869515419,0.4536082474226804,376.9260731319555,237.30405405405406,356,192,44,97
U_03_01_seg.jpg,1383,217.96550989151,0.5121951219512195,158.1236442516269,244.19812002892263,139,204,42,82
U_03_01_seg.jpg,7115,343.07820749282837,1.2873563218390804,227.15825720309206,260.3293042867182,178,213,112,87
U_03_02_seg.jpg,4727,420.2914105653763,1.4722222222222223,107.77427543896763,28.174529299767293,49,0,106,72
U_03_02_seg.jpg,2412,215.19595789909363,1.489795918367347,211.1148424543947,19.83167495854063,177,0,73,49
U_03_02_seg.jpg,1488,162.95331728458405,0.65,354.82862903225805,46.14247311827957,336,21,39,60
U_03_02_seg.jpg,4124,424.23253548145294,1.0930232558139534,33.98787584869059,67.59772065955383,0,22,94,86
U_03_02_seg.jpg,33015,1540.7219922542572,0.8544776119402985,287.65097682871425,187.61184310162048,171,32,229,268
U_03_02_seg.jpg,2330,301.6812388896942,0.29310344827586204,388.3635193133047,94.12145922746781,366,32,34,116
U_03_02_seg.jpg,3514,273.6639939546585,0.8831168831168831,189.37990893568582,95.06459874786567,156,55,68,77
U_03_02_seg.jpg,853,163.58073329925537,0.782608695652174,339.20750293083233,94.72567409144197,321,71,36,46
U_03_02_seg.jpg,4067,463.83051323890686,1.1573033707865168,70.83599704942218,120.93828374723384,21,75,103,89
U_03_02_seg.jpg,5050,373.8893897533417,0.8775510204081632,138.03267326732674,173.59683168316832,92,130,86,98
U_03_02_seg.jpg,636,111.39696800708771,0.8571428571428571,13.825471698113208,170.04716981132074,1,151,30,35
U_03_02_seg.jpg,7596,509.26197361946106,0.9017857142857143,46.734992101105846,235.58715113217482,0,181,101,112
U_03_02_seg.jpg,3247,291.7228692770004,1.3432835820895523,135.99291653834308,272.90144748999074,80,233,90,67
U_03_02_seg.jpg,932,134.81118202209473,2.24,303.9442060085837,288.14592274678114,276,275,56,25
U_03_03_seg.jpg,36407,1608.1534498929977,2.2333333333333334,147.0393880297745,66.68654379652264,0,0,335,150
U_03_03_seg.jpg,1885,202.02438485622406,0.5,383.88965517241377,64.51989389920425,362,27,38,76
U_03_03_seg.jpg,555,153.53910398483276,0.7959183673469388,344.03063063063064,56.33873873873874,324,38,39,49
U_03_03_seg.jpg,4954,298.29140996932983,1.0,336.20347194186513,139.29027048849414,293,93,91,91
U_03_03_seg.jpg,1497,320.5340518951416,1.0677966101694916,258.51369405477624,134.79826319305278,226,104,63,59
U_03_03_seg.jpg,4584,318.6345565319061,0.77,232.4480802792321,195.09816753926702,193,150,77,100
U_03_03_seg.jpg,6726,363.52185893058777,0.5289855072463768,371.8474576271187,222.03880463871542,327,151,73,138
U_03_03_seg.jpg,18336,594.4579311609268,1.4172661870503598,104.13530759162303,221.29166666666666,5,154,197,139
U_03_03_seg.jpg,4773,416.09040009975433,0.8108108108108109,288.9803058872826,258.1692855646344,240,189,90,111
U_03_03_seg.jpg,882,131.15432703495026,0.9473684210526315,13.476190476190476,284.34353741496597,0,262,36,38
U_03_03_seg.jpg,1526,166.71067678928375,1.631578947368421,184.9954128440367,284.07339449541286,152,262,62,38
U_03_04_seg.jpg,3883,324.20815110206604,1.536231884057971,214.3891321143446,26.210661859387073,148,0,106,69
U_03_04_seg.jpg,838,119.05382263660431,1.4193548387096775,345.74940334128877,12.531026252983294,322,0,44,31
U_03_04_seg.jpg,5752,388.1320308446884,1.76,85.28233657858136,43.15942280945758,24,3,132,75
U_03_04_seg.jpg,8295,540.4751760959625,0.8733333333333333,346.6432790837854,71.64725738396625,269,8,131,150
U_03_04_seg.jpg,10037,696.9432125091553,0.930379746835443,69.17555046328584,113.75072232738866,0,24,147,158
U_03_04_seg.jpg,501,100.42640602588654,1.9047619047619047,187.0119760479042,83.68862275449102,170,73,40,21
U_03_04_seg.jpg,7756,390.73506128787994,0.8275862068965517,271.00966993295515,136.22576070139246,229,82,96,116
U_03_04_seg.jpg,5462,487.9482653141022,0.7653061224489796,189.40571219333577,145.81948004393996,149,98,75,98
U_03_04_seg.jpg,1352,146.2670259475708,0.7358490566037735,342.58949704142015,156.64718934911244,325,131,39,53
U_03_04_seg.jpg,3808,301.6812390089035,0.39823008849557523,17.836659663865547,210.36029411764707,0,158,45,113
U_03_04_seg.jpg,1690,186.75230729579926,1.9722222222222223,106.84792899408284,208.19763313609468,72,191,71,36
U_03_04_seg.jpg,5166,385.2203427553177,0.6571428571428571,365.85636856368563,246.630081300813,331,190,69,105
U_03_04_seg.jpg,5923,473.48736810684204,1.198019801980198,242.67009961168327,251.06094884349147,179,199,121,101
U_03_04_seg.jpg,722,110.56854128837585,1.0909090909090908,148.98060941828254,225.52631578947367,132,209,36,33
U_03_04_seg.jpg,1745,170.99494814872742,1.0,127.77363896848138,268.27163323782236,104,242,52,52
U_03_04_seg.jpg,502,103.74011409282684,0.625,173.23306772908367,262.52589641434264,162,244,25,40
U_03_04_seg.jpg,775,114.66904652118683,0.8611111111111112,85.60774193548387,282.1767741935484,72,263,31,36
U_04_01_seg.jpg,6820,506.7350620031357,0.4233128834355828,25.744721407624635,68.28431085043988,0,0,69,163
U_04_01_seg.jpg,1586,164.32590103149414,1.5,93.85813366960907,15.000630517023959,69,0,57,38
U_04_01_seg.jpg,22132,1168.0285592079163,1.0571428571428572,294.05792517621546,82.76567865534068,178,0,222,210
U_04_01_seg.jpg,1063,151.98275470733643,0.49122807017543857,383.38005644402637,46.42991533396049,372,15,28,57
U_04_01_seg.jpg,4568,315.94826436042786,0.92,175.6094570928196,78.54640980735552,132,29,92,100
U_04_01_seg.jpg,7045,430.8183214664459,1.16,103.54123491838183,108.68970901348474,57,57,116,100
U_04_01_seg.jpg,2457,259.8233746290207,0.4939759036144578,381.2104192104192,176.77940577940578,359,139,41,83
U_04_01_seg.jpg,2059,179.7817441225052,0.9629629629629629,166.72802331228752,176.47644487615347,138,150,52,54
U_04_01_seg.jpg,3381,266.69343173503876,0.6521739130434783,227.41052942916298,200.1969831410825,201,154,60,92
U_04_01_seg.jpg,10577,428.8183214664459,0.9302325581395349,62.053606882859036,228.60281743405503,0,168,120,129
U_04_01_seg.jpg,5904,322.24978041648865,0.9081632653061225,161.44630758807588,254.7284891598916,123,202,89,98
U_04_01_seg.jpg,4255,275.4385985136032,0.8148148148148148,366.2784958871915,262.1363102232667,334,219,66,81
U_04_01_seg.jpg,3431,246.5096664428711,1.35,281.90819003206065,275.43952200524626,243,240,81,60
U_04_02_seg.jpg,2966,235.23758816719055,1.15625,68.2403910991234,33.29703304113284,36,0,74,64
U_04_02_seg.jpg,24055,1438.7392363548279,1.9192546583850931,240.13190604863854,63.21962170027022,91,0,309,161
U_04_02_seg.jpg,755,115.84061932563782,1.0606060606060606,14.270198675496689,47.33112582781457,0,29,35,33
U_04_02_seg.jpg,6582,340.5340505838394,0.8962264150943396,92.56715284108174,122.96247341233668,47,67,95,106
U_04_02_seg.jpg,9454,509.2447282075882,0.5529411764705883,361.63010365982655,146.79553628093927,305,74,94,170
U_04_02_seg.jpg,4665,375.3208485841751,0.6341463414634146,29.89710610932476,204.23815648445873,0,136,78,123
U_04_02_seg.jpg,8019,460.9604570865631,1.2061855670103092,257.1392941763312,195.29193166230203,200,149,117,97
U_04_02_seg.jpg,2018,209.92387974262238,0.8125,105.00049554013876,218.32160555004955,81,186,52,64
U_04_02_seg.jpg,3434,254.55129635334015,0.8125,174.82498543972045,226.100757134537,141,189,65,80
U_04_02_seg.jpg,2042,183.43859827518463,0.85,344.39471106758083,261.84769833496574,321,232,51,60
U_04_02_seg.jpg,1485,159.88224983215332,0.9387755102040817,17.06801346801347,273.88282828282826,0,248,46,49
U_04_02_seg.jpg,3394,299.2792184352875,2.0588235294117645,132.40512669416617,279.4496169711255,87,249,105,51
U_04_02_seg.jpg,3198,236.50966584682465,1.6326530612244898,272.92808005003127,276.5081300813008,234,251,80,49
U_04_03_seg.jpg,692,119.94112479686737,0.65,9.209537572254336,16.76878612716763,0,0,26,40
U_04_03_seg.jpg,5148,298.4091603755951,1.671875,260.3224553224553,25.743589743589745,209,0,107,64
U_04_03_seg.jpg,841,120.32590067386627,0.8918918918918919,343.8810939357907,22.011890606420927,330,3,33,37
U_04_03_seg.jpg,9911,491.34523260593414,1.1932773109243697,75.24901624457674,75.38573302391282,7,11,142,119
U_04_03_seg.jpg,4021,324.65180122852325,0.30597014925373134,383.1328027853768,86.49838348669485,359,21,41,134
U_04_03_seg.jpg,1278,139.05382227897644,1.1794871794871795,182.82707355242567,50.65727699530517,162,32,46,39
U_04_03_seg.jpg,4057,295.42135417461395,0.4491525423728814,314.5580478185852,111.96697066798127,290,55,53,118
U_04_03_seg.jpg,16458,933.7615331411362,0.8221153846153846,192.0625227852716,180.97326528132214,108,76,171,208
U_04_03_seg.jpg,1130,138.95331752300262,0.9545454545454546,132.6424778761062,125.23805309734513,111,103,42,44
U_04_03_seg.jpg,12031,469.17871260643005,0.8372093023255814,48.757709251101325,211.85570609259412,0,147,108,129
U_04_03_seg.jpg,8704,400.53405225276947,0.7890625,352.95071231617646,224.3093979779412,299,157,101,128
U_04_03_seg.jpg,3236,228.65180134773254,0.9411764705882353,258.1532756489493,220.92490729295426,222,189,64,68
U_04_03_seg.jpg,609,164.26702535152435,1.3611111111111112,263.04597701149424,278.679802955665,238,262,49,36
U_04_03_seg.jpg,530,131.94112491607666,4.285714285714286,222.40188679245284,292.68301886792455,193,286,60,14
_13Sn-7-100x_segmented.png,1874,186.71067702770233,1.575,287.9877267876201,17.198505869797224,261,0,63,40
_13Sn-7-100x_segmented.png,1311,193.92387998104095,1.2045454545454546,427.9443173150267,15.410373760488177,400,0,53,44
_13Sn-7-100x_segmented.png,3666,380.57568097114563,1.2105263157894737,534.23431533006,36.707037643207855,488,0,92,76
_13Sn-7-100x_segmented.png,543,94.28427064418793,1.8421052631578947,623.7790055248619,7.913443830570903,607,0,35,19
_13Sn-7-100x_segmented.png,1125,163.5391035079956,1.5675675675675675,717.4088888888889,15.640888888888888,687,0,58,37
_13Sn-7-100x_segmented.png,845,155.33809304237366,2.2916666666666665,980.407100591716,15.972781065088757,952,5,55,24
_13Sn-7-100x_segmented.png,1398,147.43859803676605,1.0,653.4964234620887,40.30114449213162,631,18,45,45
_13Sn-7-100x_segmented.png,5138,428.759446144104,1.5783132530120483,867.1525885558583,58.08524717789023,817,19,131,83
_13Sn-7-100x_segmented.png,781,176.16652035713196,0.6041666666666666,1130.9295774647887,44.56594110115237,1116,20,29,48
_13Sn-7-100x_segmented.png,640,115.88224935531616,0.8918918918918919,602.3140625,43.596875,589,24,33,37
_13Sn-7-100x_segmented.png,1306,156.50966680049896,1.1111111111111112,1232.7159264931088,48.552067381316995,1207,24,50,45
_13Sn-7-100x_segmented.png,707,132.12488985061646,0.717948717948718,14.282885431400283,47.953323903818955,0,30,28,39
_13Sn-7-100x_segmented.png,1169,181.58073341846466,0.6229508196721312,472.96578272027375,73.58426005132591,456,43,38,61
_13Sn-7-100x_segmented.png,809,138.85281205177307,1.0975609756097562,1025.399258343634,67.26946847960446,1006,49,45,41
_13Sn-7-100x_segmented.png,547,104.81118202209473,1.3214285714285714,171.05484460694697,71.74223034734918,153,58,37,28
_13Sn-7-100x_segmented.png,1479,165.58073377609253,1.0625,583.2217714672075,83.2447599729547,559,60,51,48
_13Sn-7-100x_segmented.png,1354,192.55129623413086,0.7076923076923077,804.0886262924668,92.61004431314623,785,60,46,65
_13Sn-7-100x_segmented.png,944,150.50966572761536,1.8064516129032258,1078.0286016949153,74.9989406779661,1050,60,56,31
_13Sn-7-100x_segmented.png,522,113.88224947452545,1.56,880.7835249042146,84.09386973180077,862,72,39,25
_13Sn-7-100x_segmented.png,815,117.63960921764374,1.2903225806451613,712.879754601227,91.0319018404908,693,77,40,31
_13Sn-7-100x_segmented.png,743,126.36753070354462,1.5333333333333334,118.32705248990578,92.52624495289368,97,79,46,30
_13Sn-7-100x_segmented.png,1035,162.02438509464264,0.4603174603174603,1103.800966183575,109.27729468599034,1089,78,29,63
_13Sn-7-100x_segmented.png,858,119.05382239818573,0.6511627906976745,425.63053613053614,106.54778554778555,412,85,28,43
_13Sn-7-100x_segmented.png,3642,346.6761860847473,0.5959595959595959,1179.9722679846238,135.15513454146074,1152,85,59,99
_13Sn-7-100x_segmented.png,603,94.22539567947388,1.0689655172413792,64.41791044776119,119.89883913764511,50,106,31,29
_13Sn-7-100x_segmented.png,2821,254.0071394443512,1.1111111111111112,309.08755760368666,139.91421481744064,277,108,70,63
_13Sn-7-100x_segmented.png,552,99.74011409282684,1.25,145.0036231884058,141.02898550724638,129,127,35,28
_13Sn-7-100x_segmented.png,1053,130.71067655086517,1.3636363636363635,569.4045584045584,144.16144349477682,547,129,45,33
_13Sn-7-100x_segmented.png,635,111.15432786941528,1.2758620689655173,611.9937007874016,149.0724409448819,595,133,37,29
_13Sn-7-100x_segmented.png,608,107.63960897922516,0.9428571428571428,958.4720394736842,147.62171052631578,941,132,33,35
_13Sn-7-100x_segmented.png,603,101.154327750206,0.8181818181818182,1266.5124378109454,155.9436152570481,1253,141,27,33
_13Sn-7-100x_segmented.png,580,111.88224971294403,0.7368421052631579,900.7568965517241,160.69310344827585,887,142,28,38
_13Sn-7-100x_segmented.png,1978,188.4091613292694,0.7096774193548387,494.56976744186045,176.19413549039433,471,144,44,62
